timestamp,recording,method,SNR_dB,PRD_pct,RMSE,CC,Se,PPV,F1,TP,FP,FN,FHR_MAE_bpm,n_detected,n_reference,mean_fhr_bpm,std_fhr_bpm,pct_in_range,pct_smooth,fhr_plausible,SNR_before_dB,SNR_after_dB,delta_SNR_dB
20260423_205006,a36,PHASE_cinc2013,,,,,20.2381,35.7895,25.8555,34.0,61.0,134.0,72.5354,95.0,168.0,94.91,5.08,14.89,100.0,0.0,3.548,-0.2855,-3.8335
20260423_205006,a37,PHASE_cinc2013,,,,,34.507,49.0,40.4959,49.0,51.0,93.0,42.4715,100.0,142.0,109.37,34.21,32.32,59.18,0.0,3.2319,-0.2076,-3.4395
20260423_205006,a38,PHASE_cinc2013,,,,,70.0637,77.4648,73.5786,110.0,32.0,47.0,27.2645,142.0,157.0,148.44,28.07,87.23,60.71,0.0,11.3717,10.6916,-0.6801
20260423_205006,a39,PHASE_cinc2013,,,,,11.1111,17.2414,13.5135,15.0,72.0,120.0,48.4903,87.0,135.0,95.04,28.79,12.79,69.41,0.0,3.2293,-0.0251,-3.2544
20260423_205006,a40,PHASE_cinc2013,,,,,17.5676,31.3253,22.5108,26.0,57.0,122.0,66.0045,83.0,148.0,87.16,24.35,7.32,90.12,0.0,5.7614,3.4228,-2.3386
20260423_205006,a41,PHASE_cinc2013,,,,,81.6176,91.7355,86.3813,111.0,10.0,25.0,15.4316,121.0,136.0,128.85,28.02,83.33,54.62,0.0,2.6823,-2.1034,-4.7857
20260423_205006,a42,PHASE_cinc2013,,,,,41.0596,54.8673,46.9697,62.0,51.0,89.0,43.0967,113.0,151.0,126.49,40.31,63.39,39.64,0.0,2.5827,-2.1065,-4.6892
20260423_205006,a43,PHASE_cinc2013,,,,,100.0,100.0,100.0,158.0,0.0,0.0,4.0526,158.0,158.0,157.9,6.11,100.0,98.72,1.0,0.5695,-11.7299,-12.2995
20260423_205006,a44,PHASE_cinc2013,,,,,93.2515,100.0,96.5079,152.0,0.0,11.0,9.8244,152.0,163.0,157.03,21.25,92.72,90.67,1.0,3.3494,-0.754,-4.1034
20260423_205006,a45,PHASE_cinc2013,,,,,53.5714,59.0551,56.1798,75.0,52.0,65.0,27.2416,127.0,140.0,135.58,33.44,60.32,52.8,0.0,0.5077,-15.4494,-15.9571
20260423_205006,a46,PHASE_cinc2013,,,,,28.2443,27.4074,27.8195,37.0,98.0,94.0,27.391,135.0,131.0,143.45,34.24,73.13,30.83,0.0,2.4521,-2.8313,-5.2834
20260423_205006,a47,PHASE_cinc2013,,,,,10.4167,20.8333,13.8889,15.0,57.0,129.0,75.3434,72.0,144.0,73.91,16.36,1.41,95.71,0.0,1.8379,-3.7254,-5.5633
20260423_205006,a48,PHASE_cinc2013,,,,,30.8271,37.963,34.0249,41.0,67.0,92.0,37.9312,108.0,133.0,122.05,43.4,45.79,30.19,0.0,1.6144,-4.5386,-6.1529
20260423_205006,a49,PHASE_cinc2013,,,,,95.9459,97.2603,96.5986,142.0,4.0,6.0,4.8103,146.0,148.0,147.02,12.07,95.86,93.75,1.0,2.7248,-1.5734,-4.2981
20260423_205006,a50,PHASE_cinc2013,,,,,97.8873,98.5816,98.2332,139.0,2.0,3.0,3.7213,141.0,142.0,141.79,10.37,98.57,94.24,1.0,1.4526,-5.2609,-6.7135
20260423_205006,a51,PHASE_cinc2013,,,,,57.6642,59.3985,58.5185,79.0,54.0,58.0,21.8725,133.0,137.0,140.33,31.63,76.52,37.4,0.0,2.77,-2.0092,-4.7792
20260423_205006,a52,PHASE_cinc2013,,,,,64.1221,62.6866,63.3962,84.0,50.0,47.0,26.7376,134.0,131.0,139.65,28.17,85.71,54.55,0.0,16.3041,15.8607,-0.4435
20260423_205006,a53,PHASE_cinc2013,,,,,80.3922,85.4167,82.8283,123.0,21.0,30.0,15.3588,144.0,153.0,148.35,22.42,92.31,71.13,1.0,6.1694,4.183,-1.9864
20260423_205006,a54,PHASE_cinc2013,,,,,10.8108,4.878,6.7227,4.0,78.0,33.0,47.5265,82.0,37.0,91.17,28.36,8.64,71.25,0.0,22.2985,22.2147,-0.0838
20260423_205006,a55,PHASE_cinc2013,,,,,74.1259,77.9412,75.9857,106.0,30.0,37.0,19.7006,136.0,143.0,141.93,28.9,77.78,53.73,0.0,0.5122,-14.8361,-15.3482
20260423_205006,a56,PHASE_cinc2013,,,,,39.8496,42.7419,41.2451,53.0,71.0,80.0,28.5273,124.0,133.0,133.1,36.26,60.98,45.9,0.0,13.8921,13.4402,-0.452
20260423_205006,a57,PHASE_cinc2013,,,,,100.0,100.0,100.0,148.0,0.0,0.0,3.2977,148.0,148.0,148.32,5.22,100.0,100.0,1.0,5.3247,2.8485,-2.4762
20260423_205006,a58,PHASE_cinc2013,,,,,85.4015,94.3548,89.6552,117.0,7.0,20.0,12.9265,124.0,137.0,130.89,24.96,84.55,69.67,0.0,2.808,-1.938,-4.746
20260423_205006,a59,PHASE_cinc2013,,,,,99.3464,99.3464,99.3464,152.0,1.0,1.0,5.819,153.0,153.0,153.88,10.35,99.34,95.36,1.0,0.5911,-11.3905,-11.9816
20260423_205006,a60,PHASE_cinc2013,,,,,0.0,0.0,0.0,0.0,0.0,148.0,,0.0,148.0,,,,,0.0,3.1065,-1.7026,-4.8091
20260423_205006,a61,PHASE_cinc2013,,,,,43.5714,53.5088,48.0315,61.0,53.0,79.0,38.2564,114.0,140.0,128.54,41.0,60.18,45.54,0.0,2.8656,-1.4632,-4.3288
20260423_205006,a62,PHASE_cinc2013,,,,,20.1389,29.2929,23.8683,29.0,70.0,115.0,48.735,99.0,144.0,103.61,28.91,7.14,89.69,0.0,2.841,-1.8593,-4.7003
20260423_205006,a63,PHASE_cinc2013,,,,,86.9565,87.5912,87.2727,120.0,17.0,18.0,8.938,137.0,138.0,139.79,19.74,91.18,74.07,1.0,2.3284,-2.5336,-4.862
20260423_205006,a64,PHASE_cinc2013,,,,,85.2941,86.5672,85.9259,116.0,18.0,20.0,10.6197,134.0,136.0,138.01,22.54,88.72,75.0,1.0,2.4777,-2.1106,-4.5883
20260423_205006,a65,PHASE_cinc2013,,,,,21.5278,22.7941,22.1429,31.0,105.0,113.0,22.8849,136.0,144.0,142.83,31.6,80.0,45.52,0.0,1.1597,-7.5082,-8.6679
20260423_205006,a66,PHASE_cinc2013,,,,,24.6154,23.0216,23.7918,32.0,107.0,98.0,23.0472,139.0,130.0,146.36,31.89,78.99,37.96,0.0,5.1854,2.719,-2.4664
20260423_205006,a67,PHASE_cinc2013,,,,,55.1948,72.0339,62.5,85.0,33.0,69.0,35.1389,118.0,154.0,130.77,38.81,59.83,55.17,0.0,5.7871,4.0062,-1.7809
20260423_205006,a68,PHASE_cinc2013,,,,,100.0,99.2857,99.6416,139.0,1.0,0.0,4.5693,140.0,139.0,140.66,9.73,100.0,99.28,1.0,0.6528,-10.7954,-11.4482
20260423_205006,a69,PHASE_cinc2013,,,,,60.4027,64.2857,62.2837,90.0,50.0,59.0,19.6059,140.0,149.0,147.06,29.46,80.58,47.1,0.0,8.3639,6.8668,-1.4971
20260423_205006,a70,PHASE_cinc2013,,,,,92.9078,96.3235,94.5848,131.0,5.0,10.0,7.2394,136.0,141.0,138.56,17.91,95.56,83.58,1.0,1.8084,-4.6626,-6.471
20260423_205006,a71,PHASE_cinc2013,,,,,38.5621,43.7037,40.9722,59.0,76.0,94.0,42.0793,135.0,153.0,144.84,35.8,69.4,30.08,0.0,1.8051,-3.8962,-5.7014
20260423_205006,a72,PHASE_cinc2013,,,,,92.8144,96.875,94.8012,155.0,5.0,12.0,8.4981,160.0,167.0,162.18,18.01,95.6,86.71,1.0,5.8342,3.6009,-2.2334
20260423_205006,a73,PHASE_cinc2013,,,,,83.4532,97.479,89.9225,116.0,3.0,23.0,16.7525,119.0,139.0,127.54,27.72,80.51,60.68,0.0,13.0411,12.6596,-0.3815
20260423_205006,a74,PHASE_cinc2013,,,,,50.0,50.3597,50.1792,70.0,69.0,70.0,24.7705,139.0,140.0,147.54,32.17,74.64,38.69,0.0,2.104,-3.6736,-5.7777
20260423_205006,a75,PHASE_cinc2013,,,,,90.2985,89.6296,89.9628,121.0,14.0,13.0,6.4122,135.0,134.0,135.92,15.68,95.52,81.95,1.0,2.3146,-2.5436,-4.8582
